key,track,artist,album,genre,date
Fatboy Slim/Fatboy Slim - Live @ Coachella Music Festival 2014 in California (13.04.14).mp3,Fatboy Slim,Fatboy Slim,"{'name': 'Coachella 2014', 'artist': 'Various Artists'}",Electronic,2014-04-13
Fatima Yamaha/Fatima Yamaha - Live on Radio 1 Essential Mix (09.09.17).mp3,Fatima Yamaha 2017,Fatima Yamaha,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2017-09-09
Feed Me/Feed Me - Live on Radio Essential Mix (08.09.12).mp3,Feed Me 2012,Feed Me,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2012
Fideles/Fideles - Live on Radio 1 Essential Mix (17.06.22).mp3,Fideles 2022,Fideles,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2022-06-17
Finnebassen/Finnebassen - Live on Radio 1 Essential Mix (16.08.14).mp3,Finnebassen 2014,Finnebassen,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2014-08-16
Floating Points/Floating Points - Live on Radio 1 Essential Mix (28.11.15).mp3,Floating Points 2015,Floating Points,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2015-11-28
Floorplan/Floorplan - Live on Radio 1 Essential Mix (27.05.17).mp3,Floorplan 2017,Floorplan,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2017-05-27
Flosstradamus/Flosstradamus - Live @ Coachella Music Festival 2014 in California (13.04.14).mp3,Flosstradamus,Flosstradamus,"{'name': 'Coachella 2014', 'artist': 'Various Artists'}",Dubstep,2014-04-13
Flosstradamus/Flosstradamus - Live @ Coachella Music Festival 2015 in California (11.04.15).mp3,Flosstradamus,Flosstradamus,"{'name': 'Coachella 2015', 'artist': 'Various Artists'}",Electronic,2015-04-11
Flume/Flume - Live @ Coachella 2022 in California (19.04.22).mp3,Flume,Flume,"{'name': 'Coachella 2022', 'artist': 'Various Artists'}",Electronic,2022-04-19
Flume/Flume - Live @ Coachella Music Festival 2016 in California (24.04.16).mp3,Flume,Flume,"{'name': 'Coachella 2016', 'artist': 'Various Artists'}",Electronic,2016-04-24
Flume/Flume - Live on Radio Essential Mix (03.10.15).mp3,Flume 2015,Flume,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2015
Flux Pavilion/Flux Pavilion - Live on Radio 1 Essential Mix (14.04.12).mp3,Flux Pavilion 2012,Flux Pavilion,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2012-04-14
"Folamour/Radio 1's Classic Essential Mix, Folamour 2021.mp4",Folamour 2021,Folamour,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2021
Four Tet & Peggy Gou/Four Tet & Peggy Gou - Live Classic Essential Mix @ Glastonbury (25.06.22].mp3,Four Tet & Peggy Gou,Four Tet & Peggy Gou,"{'name': 'Glastonbury Festival 2022', 'artist': 'Various Artists'}",Electronic,2022-06-25
Four Tet X Jamie XX/Four Tet X Jamie XX - Live on Radio 1 Essential Mix (28.03.15).mp3,Four Tet X Jamie xx 2015,Four Tet & Jamie xx,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2015-03-28
"Four Tet X Jamie XX/Radio 1's Classic Essential Mix, Four Tet X Jamie xx.mp4",Four Tet X Jamie xx,Four Tet & Jamie xx,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,
Fout Tet/Fout Tet - Live @ Glastonbury in Somerset Replay (27.06.20).mp3,Four Tet,Four Tet,"{'name': 'Glastonbury 2020', 'artist': 'Various Artists'}",Electronic,2020-06-27
Frankey & Sandrino/Frankey & Sandrino - Live on Radio 1 Essential Mix (16.04.22).mp3,Frankey & Sandrino 2022,Frankey & Sandrino,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2022-04-16
Frankie Knuckles/Frankie Knuckles - Live on Radio 1 Essential Mix - Masters Series 2 (04.04.15).mp3,Frankie Knuckles 2015,Frankie Knuckles,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2015-04-04
Franky Rizardo/Franky Rizardo - Live on Radio 1 Essential Mix (02.09.17).mp3,Franky Rizardo 2017,Franky Rizardo,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2017
"Franky Wah/FRANKY WAH Progressive House DJ Set ｜ SAKÉ ACT22 @Palace of Culture, Varna [QH-y2T1Ek-k].opus",Progressive House Mix,Franky Wah,"{'name': 'Franky Wah Sets', 'artist': 'Franky Wah'}",Progressive House,
Franky Wah/Franky Wah - Live on Radio 1 Essential Mix (19.12.20).mp3,Franky Wah 2020,Franky Wah,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2020-12-19
Fred Again/Fred Again - Live @ Coachella 2022 in California (19.04.22).mp3,Fred Again,Fred Again,"{'name': 'Coachella 2022', 'artist': 'Various Artists'}",Electronic,2022-04-19
Friction & Gerra & Stone/Friction & Gerra & Stone - Live @ Glastonbury 2015 in Somerset (07.07.15).mp3,Friction & Gerra & Stone,Friction & Gerra & Stone,"{'name': 'Glastonbury Festival 2015', 'artist': 'Various Artists'}",Drum & Bass,2015
"Friction, Andy C & Spor/Friction, Andy C & Spor - Live @ Glastonbury 2015 in Somerset (27.06.15).mp3","Friction, Andy C & Spor","Friction, Andy C & Spor","{'name': 'Glastonbury Festival 2015', 'artist': 'Various Artists'}",Drum & Bass,2015-06-27
Friend Within/Friend Within - Live on Radio 1 Essential Mix (11.01.14).mp3,Friend Within 2014,Friend Within,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2014-01-11
Fun Radio/Fun Radio Ibiza Experience 2025 ｜ L'intégrale de la soirée [7Fe0s-kwK1E].opus,Fun Radio Ibiza Experience 2025,Various Artists,"{'name': 'Fun Radio', 'artist': 'Various Artists'}",Electronic,2025
Fur Coat/Fur Coat - Live on Radio Essential Mix (22.08.15).mp3,Fur Coat 2015,Fur Coat,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2015-08-22
GTA/GTA - Live @ Coachella Music Festival 2014 in California (13.04.14).mp3,GTA,GTA,"{'name': 'Coachella 2014', 'artist': 'Various Artists'}",Electronic,2014-04-13
Gaiser/Gaiser - Live on Radio 1 Essential Mix (05.07.14).mp3,Gaiser 2014,Gaiser,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Techno,2014
Galantis/Galantis - Live @ Coachella Music Festival 2017 in California (14.04.17).mp3,Galantis,Galantis,"{'name': 'Coachella 2017', 'artist': 'Various Artists'}",Electronic,2017-04-14
Galantis/Galantis - Live @ Coachella Music Festival 2017 in California (16.04.17).mp3,Galantis,Galantis,"{'name': 'Coachella 2017', 'artist': 'Various Artists'}",Electronic,2017-04-16
Gaslamp Killer/Gaslamp Killer - Live on Radio 1 Essential Mix (01.12.12).mp3,Gaslamp Killer 2012,Gaslamp Killer,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Eclectic,2012
"Genix/Radio 1 Dance Presents..., Anjunabeats Genix.mp4","Genix, Anjunabeats",Genix,"{'name': 'Radio 1 Dance Presents...', 'artist': 'Various Artists'}",Trance,
"George Mensah B2B Sammy Porter/Radio 1 Dance Presents..., Ibiza George Mensah B2B Sammy Porter.mp4",George Mensah B2B Sammy Porter,George Mensah & Sammy Porter,"{'name': 'Radio 1 Dance Presents...', 'artist': 'Various Artists'}",Dance,
Gerd Janson/Gerd Janson - Live on Radio 1 Essential Mix (11.03.17).mp3,Gerd Janson 2017,Gerd Janson,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2017-03-11
Gilles Peterson/Gilles Peterson - Live on Radio 1 Essential Mix (14.06.14).mp3,Gilles Peterson 2014,Gilles Peterson,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2014
"Girls Don't Sync/Radio 1's Essential Mix, Girls Don't Sync.mp4",Girls Don't Sync,Girls Don't Sync,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,
Goldlink/Goldlink - Live @ Coachella Music Festival 2017 in California (16.04.17).mp3,Goldlink,Goldlink,"{'name': 'Coachella 2017', 'artist': 'Various Artists'}",Hip-Hop,2017-04-16
Gorgon City/Gorgon City - Live at Above (Sydney) 2024 [t0TpNBaFW1g].opus,Live at Above (Sydney) 2024,Gorgon City,"{'name': 'Gorgon City Sets', 'artist': 'Gorgon City'}",House,2024
Gorgon City/Gorgon City - Live on Radio 1 Essential Mix (23.08.14).mp3,Gorgon City 2014,Gorgon City,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2014
Gorgon City/Gorgon City Live @ EDC Las Vegas 2025 [F2OqDwCr0-c].opus,Gorgon City,Gorgon City,"{'name': 'EDC Las Vegas 2025', 'artist': 'Various Artists'}",House,2025
Gorgon City/Gorgon City Live from Drumsheds London.mp4,Gorgon City,Gorgon City,"{'name': 'Drumsheds', 'artist': 'Various Artists'}",House,
Gorgon City/Gorgon City ｜ ANTS 2025 - Live at Ushuaïa Ibiza #Livestream [1-lfH_aZqjE].opus,Gorgon City,Gorgon City,"{'name': 'ANTS 2025 Ushuaia', 'artist': 'Various Artists'}",House,2025
Gorgon City/Gorgon_City_-_Live_from_Printworks_London_We_Dance_As_One_NYE.mp3,Printworks London NYE,Gorgon City,"{'name': 'Gorgon City Sets', 'artist': 'Gorgon City'}",House,2020
Gorgon City/Gorgon_City_DJ_set_live_at_Printworks_March_2022.mp3,Printworks 2022,Gorgon City,"{'name': 'Gorgon City Sets', 'artist': 'Gorgon City'}",House,2022
Gorgon City/Gorgon_City_Live_from_ARC_Festival_Chicago.mp3,Gorgon City,Gorgon City,"{'name': 'ARC Festival 2024', 'artist': 'Various Artists'}",House,2024
Gorgon City/Gorgon_City_Live_from_Shrine_LA_Outdoors_2024.mp3,Shrine LA Outdoors,Gorgon City,"{'name': 'Gorgon City Sets', 'artist': 'Gorgon City'}",House,2024
"Gorgon City/Radio 1's Essential Mix, Gorgon City.mp4",Gorgon City,Gorgon City,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,
Gramatik/Gramatik - Live @ Coachella Music Festival 2015 in California (11.04.15).mp3,Gramatik,Gramatik,"{'name': 'Coachella 2015', 'artist': 'Various Artists'}",Electronic,2015-04-11
Green Velvet/Green Velvet - Live on Radio 1 Essential Mix (19.07.14).mp3,Green Velvet 2014,Green Velvet,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Techno,2014-07-19
"Green Velvet/Green Velvet @ Drumsheds, London [JSY0adr682k].opus",Green Velvet,Green Velvet,"{'name': 'Drumsheds', 'artist': 'Various Artists'}",House,
"Groove Armada/Groove Armada - Live @ Radio 1 Party, Ushuaia Hotel in Ibiza (31.07.15).mp3",Groove Armada,Groove Armada,"{'name': 'Ushuaia 2015', 'artist': 'Various Artists'}",House,2015-07-31
Groove Armada/Groove Armada - Live on Radio 1 Essential Mix (05.05.12).mp3,Groove Armada 2012,Groove Armada,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2012
Grum/Grum - Live on Radio 1 Essential Mix (24.05.14).mp3,Grum 2014,Grum,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2014-05-24
Gryffin/Gryffin - Live @ Coachella Music Festival 2017 in California (15.04.17).mp3,Gryffin,Gryffin,"{'name': 'Coachella 2017', 'artist': 'Various Artists'}",House,2017-04-15
Guti/Guti - Live on Radio 1 Essential Mix (31.03.12).mp3,Guti 2012,Guti,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2012-03-31
Guy Gerber/Guy Gerber - Live @ Coachella 2019 in California (21.04.19).mp3,Guy Gerber,Guy Gerber,"{'name': 'Coachella 2019', 'artist': 'Various Artists'}",House,2019-04-21
"HAAI B2B I. JORDAN/Radio 1 Dance Presents..., Glastonbury HAAI B2B I. JORDAN.mp4",HAAi B2B I. JORDAN,HAAi & I. JORDAN,"{'name': 'Radio 1 Dance Presents...', 'artist': 'Various Artists'}",Dance,
HVOB/HVOB - Live on Radio 1 Essential Mix (26.03.22).mp3,HVOB 2022,HVOB,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2022-03-26
Hannah Laing/Hannah Laing Live From DJ Mag HQ [YPgiC2oinrU].opus,DJ Mag HQ,Hannah Laing,"{'name': 'Hannah Laing Sets', 'artist': 'Hannah Laing'}",House,
Hannah Laing/Hannah_Laing_-_Full_Set_@_SWG3_Glasgow_Welcome_to_the_Doof.mp3,Welcome to the Doof - SWG3,Hannah Laing,"{'name': 'Hannah Laing Sets', 'artist': 'Hannah Laing'}",House,2023
Hannah Laing/Hannah_Laing_live_from_Creamfields_2024.mp3,Hannah Laing,Hannah Laing,"{'name': 'Creamfields 2024', 'artist': 'Various Artists'}",House,2024
Hannah Wants/Hannah Wants - Live on Radio 1 Essential Mix (20.11.20).mp3,Hannah Wants 2020,Hannah Wants,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2020-11-20
"Hannah Wants/Radio 1's Dance Weekend, Radio 1 Dance Ibiza, Hannah Wants.mp4",Hannah Wants,Hannah Wants,"{'name': ""Radio 1's Dance Weekend"", 'artist': 'Various Artists'}",House,
Hans Zimmer/Hans Zimmer - Live @ Coachella Music Festival 2017 in California (16.04.17).mp3,Hans Zimmer,Hans Zimmer,"{'name': 'Coachella 2017', 'artist': 'Various Artists'}",Electronic,2017-04-16
Hardwell/Hardwell - Live on Radio 1 Essential Mix (24.11.12).mp3,Hardwell 2012,Hardwell,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2012-11-24
Haywyre/Haywyre - Live @ Coachella Music Festival 2017 in California (14.04.17).mp3,Haywyre,Haywyre,"{'name': 'Coachella 2017', 'artist': 'Various Artists'}",Electronic,2017-04-14
Hector Oaks/Hector Oaks - Live on Radio 1 Essential Mix (16.07.22).mp3,Héctor Oaks 2022,Héctor Oaks,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Techno,2022-07-16
Heidi/Heidi - Live on Radio 1 Essential Mix (20.09.14).mp3,Heidi 2014,Heidi,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2014-09-20
Helena Hauff/Helena Hauff - Live on Radio 1 Essential Mix (25.02.17).mp3,Helena Hauff 2017,Helena Hauff,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Techno,2017-02-25
Henry Saiz/Henry Saiz - Live on Radio 1 Essential Mix (30.09.17).mp3,Henry Saiz 2017,Henry Saiz,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2017-09-30
"Heritage Orchestra/Ibiza Classics live @ The O2 Arena London (Pete tong, Heritage Orchestra, Wiley, Becky Hill, AU⧸RA) [OKz9LRNgKjs].opus",Ibiza Classics - O2 Arena London,Heritage Orchestra,"{'name': 'Classical House', 'artist': 'Various Artists'}",Electronic,
High Constrast/High Constrast - Live @ Creamfields 2017 in Liverpool (05.08.17).mp3,High Contrast,High Contrast,"{'name': 'Creamfields 2017', 'artist': 'Various Artists'}",Drum & Bass,2017
Honey Dijon/Honey Dijon - Live @ Coachella Music Festival 2017 in California (15.04.17).mp3,Honey Dijon,Honey Dijon,"{'name': 'Coachella 2017', 'artist': 'Various Artists'}",House,2017-04-15
"Honey Dijon/Radio 1's Classic Essential Mix, Honey Dijon 2017.mp4",Honey Dijon 2017,Honey Dijon,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2017
"HoneyLuv/Radio 1's Dance Weekend, Dance Anthems Ibiza, Danny Howard and HoneyLuv.mp4",Danny Howard and HoneyLuv,Danny Howard & HoneyLuv,"{'name': ""Radio 1's Dance Weekend"", 'artist': 'Various Artists'}",Dance,
Honne/Honne - Live @ Coachella Music Festival 2017 in California (16.04.17).mp3,Honne,Honne,"{'name': 'Coachella 2017', 'artist': 'Various Artists'}",Electronic,2017-04-16
Horse Meat Disco/Horse Meat Disco - Live on Radio 1 Essential Mix (23.12.17).mp3,Horse Meat Disco 2017,Horse Meat Disco,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2017
"Hot Chip/Radio 1's Classic Essential Mix, Hot Chip 2012.mp4",Hot Chip 2012,Hot Chip,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2012
Hot Natured/Hot Natured - Live on Radio Essential Mix (26.04.14).mp3,Hot Natured 2014,Hot Natured,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2014-04-26
"Hot Since 82/Hot Since 82 - Live @ Enter, Space in Ibiza (31.07.15).mp3","Enter, Space Ibiza",Hot Since 82,"{'name': 'Hot Since 82 Sets', 'artist': 'Hot Since 82'}",House,2015-07-31
Hunee/Hunee - Live on Radio 1 Essential Mix (29.04.17).mp3,Hunee 2017,Hunee,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2017-04-29
Huxley/Huxley - Live on Radio 1 Essential Mix (15.11.14).mp3,Huxley 2014,Huxley,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2014-11-15
"Hybrid Minds/Radio 1's Classic Essential Mix, Hybrid Minds 2020.mp4",Hybrid Minds 2020,Hybrid Minds,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Drum and Bass,2020
I Hate Models/I Hate Models - Live on Radio 1 Essential Mix (14.05.22).mp3,I Hate Models 2022,I Hate Models,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2022-05-14
"I. JORDAN/Radio 1's Essential Mix, I. JORDAN.mp4",I. JORDAN,I. JORDAN,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,
Idris Elba/Idris Elba - Live @ Coachella 2019 in California (20.04.19).mp3,Idris Elba,Idris Elba,"{'name': 'Coachella 2019', 'artist': 'Various Artists'}",Electronic,2019-04-20
Infected Mushroom/Infected Mushroom - Live @ Coachella Music Festival 2013 in California (13.04.13).mp3,Infected Mushroom,Infected Mushroom,"{'name': 'Coachella 2013', 'artist': 'Various Artists'}",Psytrance,2013-04-13
Innellea/Innellea - Live on Radio 1 Essential Mix (07.01.22).mp3,Innellea 2022,Innellea,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Techno,2022-01-07
Jack Garratt/Jack Garratt - Live @ Coachella Music Festival 2017 in California (16.04.17).mp3,Jack Garratt,Jack Garratt,"{'name': 'Coachella 2017', 'artist': 'Various Artists'}",Pop,2017-04-16
Jack U/Jack U - Live @ Coachella Music Festival 2016 in California (22.04.16).mp3,Jack U,Jack U,"{'name': 'Coachella 2016', 'artist': 'Various Artists'}",Electronic,2016-04-22
Jackbeats/Jackbeats - Live @ Sonar Festival 2012 in Barcelona (16.06.12).mp3,Jackbeats,Jackbeats,"{'name': 'Sonar Festival 2012', 'artist': 'Various Artists'}",Electronic,2012-06-16
Jackmaster/Jackmaster - Live @ Glastonbury 2017 in Sommerset (23.06.17).mp3,Jackmaster,Jackmaster,"{'name': 'Glastonbury 2017', 'artist': 'Various Artists'}",House,2017-06-23
Jackmaster/Jackmaster - Live on Radio 1 Essential Mix (17.05.14).mp3,Jackmaster 2014,Jackmaster,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2014-05-17
Jackmaster b2b Oneman/Jackmaster b2b Oneman - Live @ Glastonbury 2014 in Somerset (28.06.14).mp3,Jackmaster b2b Oneman,Jackmaster & Oneman,"{'name': 'Glastonbury 2014', 'artist': 'Various Artists'}",Electronic,2014-06-28
Jacques Lu Cont/Jacques Lu Cont - Live on Radio 1 Essential Mix (14.07.12).mp3,Jacques Lu Cont 2012,Jacques Lu Cont,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2012-07-14
"Jaguar/Radio 1's Dance Weekend, Introducing Dance with Jaguar Sleepy SZN Special.mp4",Jaguar,Jaguar,"{'name': ""Radio 1's Dance Weekend"", 'artist': 'Various Artists'}",Dance,
Jagwar Ma/Jagwar Ma - Live @ Coachella Music Festival 2017 in California (14.04.17).mp3,Jagwar Ma,Jagwar Ma,"{'name': 'Coachella 2017', 'artist': 'Various Artists'}",Electronic,2017-04-14
Jakwob/Jakwob - Live on Radio 1 Essential Mix (03.05.14).mp3,Jakwob 2014,Jakwob,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2014
James Hype/JAMES HYPE • IBIZA CLASSICS SET FROM A GYM [rVLLcBxuPB4].opus,Ibiza Classics from a gym,James Hype,"{'name': 'James Hype Sets', 'artist': 'James Hype'}",House,2025
James Hype/James Hype - California Sunrise - 5 deck mix [XM-Wk4jhzGo].opus,California Sunrise,James Hype,"{'name': 'James Hype Sets', 'artist': 'James Hype'}",House,
James Hype/James Hype - Ibiza sunset - 5 deck mix [djSVcKjn-0k].opus,Ibiza Sunset,James Hype,"{'name': 'James Hype Sets', 'artist': 'James Hype'}",House,
James Hype/James Hype Energetic Multi Genre DJ Set Live From DJ Mag HQ [PZhVh09AjKk].opus,Energetic Multi Genre DJ Set - DJ Mag HQ,James Hype,"{'name': 'James Hype Sets', 'artist': 'James Hype'}",House,
James Hype/James Hype Live Stream w⧸ Tita Lau - 2025 Feb 14th [6stLpZrt8EU].opus,James Hype w/ Tita Lau - Live Steam,James Hype & Tita Lau,"{'name': 'James Hype Sets', 'artist': 'James Hype'}",House,2025-02-14
James Hype/James Hype Live from Hï Ibiza • Our House 2024 [OJnvJ9L-nLg].opus,Our House - Hi Ibiza,James Hype,"{'name': 'James Hype Sets', 'artist': 'James Hype'}",House,2024
James Hype/James Hype Mix ｜ KISS [x5fkTUg90rE].opus,James Hype KISS Mix,James Hype,"{'name': 'James Hype Sets', 'artist': 'James Hype'}",House,
"James Hype/James Hype New York City, Brooklyn Rooftop Set [tlmE_aFiqEw].opus","New York City, Brooklyn Rooftop",James Hype,"{'name': 'James Hype Sets', 'artist': 'James Hype'}",House,
James Hype/James Hype WE1 ｜ Tomorrowland 2025 [emQhYGUWl_s].opus,James Hype,James Hype,"{'name': 'Tomorrowland 2025', 'artist': 'Various Artists'}",House,2025
James Hype/James Hype at The Concourse Project ｜ Full Set (6 Jun 2025) [yNwlb06myu8].opus,Concourse Project 2025,James Hype,"{'name': 'James Hype Sets', 'artist': 'James Hype'}",House,2025-06-06
"James Hype/James Hype live @ Drumsheds, London.mp4",James Hype,James Hype,"{'name': 'Drumsheds', 'artist': 'Various Artists'}",House,
"James Hype/James Hype live @ EDC Las Vegas 2025, Kinetic Field [CAWf5dTiFKI].opus",James Hype,James Hype,"{'name': 'EDC Las Vegas 2025', 'artist': 'Various Artists'}",House,2025
"James Hype/James Hype live @ Space, Miami 2025 [z8xRMmsNZrA].opus",Space Miami 2025,James Hype,"{'name': 'James Hype Sets', 'artist': 'James Hype'}",House,2025
"James Hype/James Hype live @ UNVRS Elrow, Ibiza 2025 [tShcFObsQD4].opus",UNVRS Elrow Ibiza 2025,James Hype,"{'name': 'James Hype Sets', 'artist': 'James Hype'}",House,2025
"James Hype/James Hype, SYNC @ HÏ Ibiza - Full set [XUwCeFgFKQc].opus",SYNC HI Ibiza,James Hype,"{'name': 'James Hype Sets', 'artist': 'James Hype'}",House,
James Hype/James_Hype_-_Get_Closer_UK.mp3,Get Closer,James Hype,"{'name': 'James Hype Sets', 'artist': 'James Hype'}",House,2024
James Hype/James_Hype_Live_from_Hi_Ibiza_Our_House_2024.mp3,"Our House, Hi Ibiza",James Hype,"{'name': 'James Hype Sets', 'artist': 'James Hype'}",House,2024
James Hype/James_Hype_live_@_Space_Miami_2025.mp3,Space Miami 2025,James Hype,"{'name': 'James Hype Sets', 'artist': 'James Hype'}",House,2025
"James Hype/Radio 1's Essential Mix, James Hype.mp4",James Hype,James Hype,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,
James Hype B2B MEDUZA/James_Hype_B2B_Meduza_live_at_OUR_HOUSE_Amsterdam_2023.mp3,"Our House, Amsterdam, James Hype B2B Meduza",James Hype & MEDUZA,"{'name': 'James Hype & MEDUZA Sets', 'artist': 'James Hype & MEDUZA'}",House,2023
Jamie Jones/Jamie Jones - Live on Radio 1 Essential Mix (28.03.20).mp3,Jamie Jones 2020,Jamie Jones,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2020-03-28
"Jamie Jones & Patrick Topping/Jamie Jones & Patrick Topping - Live @ Radio 1 Party, Ushuaia Hotel in Ibiza (31.07.15).mp3",Jamie Jones & Patrick Topping,Jamie Jones & Patrick Topping,"{'name': 'Ushuaia 2015', 'artist': 'Various Artists'}",House,2015-07-31
Jamie XX/Jamie xx - Live @ Coachella 2022 in California (19.04.22).mp3,Jamie xx,Jamie xx,"{'name': 'Coachella 2022', 'artist': 'Various Artists'}",House,2022-04-19
Jamie xx/Jamie xx - Live @ Coachella 2022 in California (19.04.22).mp3,Jamie xx,Jamie xx,"{'name': 'Coachella 2022', 'artist': 'Various Artists'}",House,2022-04-19
"Jax Jones/Radio 1's Dance Weekend, Dance Anthems Ibiza, Jax Jones.mp4",Jax Jones,Jax Jones,"{'name': ""Radio 1's Dance Weekend"", 'artist': 'Various Artists'}",House,
Jennifer Cardini/Jennifer Cardini - Live on Radio 1 Essential Mix (26.02.22).mp3,Jennifer Cardini 2022,Jennifer Cardini,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2022-02-26
Jessy Lanza/Jessy Lanza - Live on Radio 1 Essential Mix (26.09.20).mp3,Jessy Lanza 2020,Jessy Lanza,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2020-09-26
Jimi Jules/Jimi Jules - Live on Radio 1 Essential Mix (30.04.22).mp3,Jimi Jules 2022,Jimi Jules,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2022-04-30
Jimmy Edgar/Jimmy Edgar - Live on Radio 1 Essential Mix (10.05.14).mp3,Jimmy Edgar 2014,Jimmy Edgar,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2014
Job Jobse/Job Jobse - Live on Radio 1 Essential Mix (02.04.22).mp3,Job Jobse 2022,Job Jobse,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2022-04-02
Joe Goddard/Joe Goddard - Live on Radio 1 Essential Mix (18.03.17).mp3,Joe Goddard 2017,Joe Goddard,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2017-03-18
Joel Corry/JOEL CORRY LIVE @ ULTRA EUROPE 2025 [7zLnwkoeF7A].opus,Joel Corry,Joel Corry,"{'name': 'Ultra Europe 2025', 'artist': 'Various Artists'}",House,2025
John Digweed/John Digweed - Live @ EDC 2017 in Las Vegas (17.06.17).mp3,John Digweed,John Digweed,"{'name': 'EDC Las Vegas 2017', 'artist': 'Various Artists'}",House,2017
John Summit/John Summit - Live @ Coachella 2022 in California (19.04.22).mp3,John Summit,John Summit,"{'name': 'Coachella 2022', 'artist': 'Various Artists'}",House,2022-04-19
John Summit/John Summit Live @ Tomorrowland Freedom Stage 2025 [7bBd8A27jhY].opus,John Summit,John Summit,"{'name': 'Tomorrowland 2025', 'artist': 'Various Artists'}",House,2025
Jon Hopkins/Jon Hopkins - Live on Radio 1 Essential Mix (22.11.14).mp3,Jon Hopkins 2014,Jon Hopkins,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2014-11-22
Jonas Rathsman/Jonas Rathsman - Live on Radio Essential Mix (13.06.15).mp3,Jonas Rathsman 2015,Jonas Rathsman,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2015-06-13
Jordan Suckley/Jordan Suckley - Live on Essential Mix (22.02.14).mp3,Jordan Suckley 2014,Jordan Suckley,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Trance,2014-02-22
Joris Voorn/@jorisvoorndj  ｜ ANTS 2025 - Live at Ushuaïa Ibiza #Livestream [-GtfFNs52B8].opus,Joris Voorn,Joris Voorn,"{'name': 'ANTS 2025 Ushuaia', 'artist': 'Various Artists'}",Tech House,2025
